pathwayRampId,inPathway,outPathway
RAMP_P_000001742,0,5535
RAMP_P_000001743,131,5404
RAMP_P_000001744,4,5531
RAMP_P_000001745,4,5531
RAMP_P_000001746,3,5532
RAMP_P_000001747,5,5530
RAMP_P_000001748,0,5535
RAMP_P_000001749,2,5533
RAMP_P_000001750,7,5528
RAMP_P_000001751,4,5531
RAMP_P_000001752,0,5535
RAMP_P_000001753,32,5503
RAMP_P_000001754,0,5535
RAMP_P_000001755,7,5528
RAMP_P_000001756,0,5535
RAMP_P_000001757,17,5518
RAMP_P_000001758,1,5534
RAMP_P_000001759,3,5532
RAMP_P_000001760,23,5512
RAMP_P_000001761,0,5535
RAMP_P_000001762,15,5520
RAMP_P_000001763,2,5533
RAMP_P_000001764,4,5531
RAMP_P_000001765,1,5534
RAMP_P_000001766,2,5533
RAMP_P_000001767,4,5531
RAMP_P_000001768,2,5533
RAMP_P_000001769,5,5530
RAMP_P_000001770,9,5526
RAMP_P_000001771,4,5531
RAMP_P_000001772,2,5533
RAMP_P_000001773,7,5528
RAMP_P_000001774,0,5535
RAMP_P_000001775,79,5456
RAMP_P_000001776,2,5533
RAMP_P_000001777,10,5525
RAMP_P_000001778,2,5533
RAMP_P_000001779,48,5487
RAMP_P_000001780,8,5527
RAMP_P_000001781,0,5535
RAMP_P_000001782,2,5533
RAMP_P_000001783,2,5533
RAMP_P_000001784,1,5534
RAMP_P_000001785,9,5526
RAMP_P_000001786,1,5534
RAMP_P_000001787,0,5535
RAMP_P_000001788,9,5526
RAMP_P_000001789,0,5535
RAMP_P_000001790,1,5534
RAMP_P_000001791,5,5530
RAMP_P_000001792,6,5529
RAMP_P_000001793,1,5534
RAMP_P_000001794,0,5535
RAMP_P_000001795,32,5503
RAMP_P_000001796,15,5520
RAMP_P_000001797,2,5533
RAMP_P_000001798,0,5535
RAMP_P_000001799,0,5535
RAMP_P_000001800,4,5531
RAMP_P_000001801,6,5529
RAMP_P_000001802,1,5534
RAMP_P_000001803,1,5534
RAMP_P_000001804,11,5524
RAMP_P_000001805,18,5517
RAMP_P_000001806,51,5484
RAMP_P_000001807,10,5525
RAMP_P_000001808,10,5525
RAMP_P_000001809,13,5522
RAMP_P_000001810,3,5532
RAMP_P_000001811,3,5532
RAMP_P_000001812,2,5533
RAMP_P_000001813,2,5533
RAMP_P_000001814,4,5531
RAMP_P_000001815,2,5533
RAMP_P_000001816,11,5524
RAMP_P_000001817,4,5531
RAMP_P_000001818,15,5520
RAMP_P_000001819,15,5520
RAMP_P_000001820,1,5534
RAMP_P_000001821,5,5530
RAMP_P_000001822,35,5500
RAMP_P_000001823,20,5515
RAMP_P_000001824,0,5535
RAMP_P_000001825,4,5531
RAMP_P_000001826,13,5522
RAMP_P_000001827,2,5533
RAMP_P_000001828,13,5522
RAMP_P_000001829,42,5493
RAMP_P_000001830,0,5535
RAMP_P_000001831,1,5534
RAMP_P_000001832,14,5521
RAMP_P_000001833,2,5533
RAMP_P_000001834,8,5527
RAMP_P_000001835,0,5535
RAMP_P_000001836,3,5532
RAMP_P_000001837,46,5489
RAMP_P_000001838,3,5532
RAMP_P_000001839,4,5531
RAMP_P_000001840,13,5522
RAMP_P_000001841,14,5521
RAMP_P_000001842,0,5535
RAMP_P_000001843,11,5524
RAMP_P_000001844,14,5521
RAMP_P_000001845,5,5530
RAMP_P_000001846,21,5514
RAMP_P_000001847,2,5533
RAMP_P_000001848,11,5524
RAMP_P_000001849,21,5514
RAMP_P_000001850,1,5534
RAMP_P_000001851,13,5522
RAMP_P_000001852,11,5524
RAMP_P_000001853,42,5493
RAMP_P_000001854,39,5496
RAMP_P_000001855,6,5529
RAMP_P_000001856,4,5531
RAMP_P_000001857,10,5525
RAMP_P_000001858,77,5458
RAMP_P_000001859,4,5531
RAMP_P_000001860,12,5523
RAMP_P_000001861,6,5529
RAMP_P_000001862,3,5532
RAMP_P_000001863,9,5526
RAMP_P_000001864,2,5533
RAMP_P_000001865,4,5531
RAMP_P_000001866,2,5533
RAMP_P_000001867,0,5535
RAMP_P_000001868,4,5531
RAMP_P_000001869,32,5503
RAMP_P_000001870,26,5509
RAMP_P_000001871,7,5528
RAMP_P_000001872,4,5531
RAMP_P_000001873,2,5533
RAMP_P_000001874,24,5511
RAMP_P_000001875,0,5535
RAMP_P_000001876,2,5533
RAMP_P_000001877,0,5535
RAMP_P_000001878,7,5528
RAMP_P_000001879,8,5527
RAMP_P_000001880,38,5497
RAMP_P_000001881,1,5534
RAMP_P_000001882,2,5533
RAMP_P_000001883,1,5534
RAMP_P_000001884,13,5522
RAMP_P_000001885,0,5535
RAMP_P_000001886,0,5535
RAMP_P_000001887,8,5527
RAMP_P_000001888,1,5534
RAMP_P_000001889,8,5527
RAMP_P_000001890,2,5533
RAMP_P_000001891,121,5414
RAMP_P_000001892,12,5523
RAMP_P_000001893,0,5535
RAMP_P_000001894,2,5533
RAMP_P_000001895,1,5534
RAMP_P_000001896,4,5531
RAMP_P_000001897,15,5520
RAMP_P_000001898,1,5534
RAMP_P_000001899,27,5508
RAMP_P_000001900,9,5526
RAMP_P_000001901,86,5449
RAMP_P_000001902,2,5533
RAMP_P_000001903,138,5397
RAMP_P_000001904,3,5532
RAMP_P_000001905,4,5531
RAMP_P_000001906,1,5534
RAMP_P_000001907,1,5534
RAMP_P_000001908,7,5528
RAMP_P_000001909,2,5533
RAMP_P_000001910,7,5528
RAMP_P_000001911,25,5510
RAMP_P_000001912,0,5535
RAMP_P_000001913,0,5535
RAMP_P_000001914,0,5535
RAMP_P_000001915,0,5535
RAMP_P_000001916,0,5535
RAMP_P_000001917,0,5535
RAMP_P_000001918,2,5533
RAMP_P_000001919,14,5521
RAMP_P_000001920,2,5533
RAMP_P_000001921,2,5533
RAMP_P_000001922,0,5535
RAMP_P_000001923,1,5534
RAMP_P_000001924,1,5534
RAMP_P_000001925,11,5524
RAMP_P_000001926,5,5530
RAMP_P_000001927,70,5465
RAMP_P_000001928,9,5526
RAMP_P_000001929,13,5522
RAMP_P_000001930,2,5533
RAMP_P_000001931,1,5534
RAMP_P_000001932,6,5529
RAMP_P_000001933,2,5533
RAMP_P_000001934,4,5531
RAMP_P_000001935,31,5504
RAMP_P_000001936,0,5535
RAMP_P_000001937,2,5533
RAMP_P_000001938,2,5533
RAMP_P_000001939,9,5526
RAMP_P_000001940,2,5533
RAMP_P_000001941,1,5534
RAMP_P_000001942,2,5533
RAMP_P_000001943,5,5530
RAMP_P_000001944,9,5526
RAMP_P_000001945,2,5533
RAMP_P_000001946,3,5532
RAMP_P_000001947,1,5534
RAMP_P_000001948,16,5519
RAMP_P_000001949,2,5533
RAMP_P_000001950,2,5533
RAMP_P_000001951,2,5533
RAMP_P_000001952,1,5534
RAMP_P_000001953,2,5533
RAMP_P_000001954,1,5534
RAMP_P_000001955,6,5529
RAMP_P_000001956,1,5534
RAMP_P_000001957,3,5532
RAMP_P_000001958,0,5535
RAMP_P_000001959,5,5530
RAMP_P_000001960,5,5530
RAMP_P_000001961,15,5520
RAMP_P_000001962,10,5525
RAMP_P_000001963,16,5519
RAMP_P_000001964,14,5521
RAMP_P_000001965,1,5534
RAMP_P_000001966,2,5533
RAMP_P_000001967,2,5533
RAMP_P_000001968,13,5522
RAMP_P_000001969,4,5531
RAMP_P_000001970,10,5525
RAMP_P_000001971,2,5533
RAMP_P_000001972,2,5533
RAMP_P_000001973,9,5526
RAMP_P_000001974,81,5454
RAMP_P_000001975,10,5525
RAMP_P_000001976,8,5527
RAMP_P_000001977,0,5535
RAMP_P_000001978,4,5531
RAMP_P_000001979,0,5535
RAMP_P_000001980,1,5534
RAMP_P_000001981,10,5525
RAMP_P_000001982,0,5535
RAMP_P_000001983,5,5530
RAMP_P_000001984,26,5509
RAMP_P_000001985,2,5533
RAMP_P_000001986,5,5530
RAMP_P_000001987,3,5532
RAMP_P_000001988,4,5531
RAMP_P_000001989,116,5419
RAMP_P_000001990,2,5533
RAMP_P_000001991,0,5535
RAMP_P_000001992,121,5414
RAMP_P_000001993,3,5532
RAMP_P_000001994,7,5528
RAMP_P_000001995,2,5533
RAMP_P_000001996,1,5534
RAMP_P_000001997,0,5535
RAMP_P_000001998,2,5533
RAMP_P_000001999,0,5535
RAMP_P_000002000,2,5533
RAMP_P_000002001,17,5518
RAMP_P_000002002,6,5529
RAMP_P_000002003,0,5535
RAMP_P_000002004,6,5529
RAMP_P_000002005,0,5535
RAMP_P_000002006,2,5533
RAMP_P_000002007,2,5533
RAMP_P_000002008,3,5532
RAMP_P_000002009,6,5529
RAMP_P_000002010,14,5521
RAMP_P_000002011,9,5526
RAMP_P_000002012,2,5533
RAMP_P_000002013,0,5535
RAMP_P_000002014,9,5526
RAMP_P_000002015,1,5534
RAMP_P_000002016,3,5532
RAMP_P_000002017,11,5524
RAMP_P_000002018,3,5532
RAMP_P_000002019,0,5535
RAMP_P_000002020,1,5534
RAMP_P_000002021,1,5534
RAMP_P_000002022,39,5496
RAMP_P_000002023,146,5389
RAMP_P_000002024,1,5534
RAMP_P_000002025,12,5523
RAMP_P_000002026,8,5527
RAMP_P_000002027,0,5535
RAMP_P_000002028,0,5535
RAMP_P_000002029,2,5533
RAMP_P_000002030,3,5532
RAMP_P_000002031,0,5535
RAMP_P_000002032,33,5502
RAMP_P_000002033,1,5534
RAMP_P_000002034,2,5533
RAMP_P_000002035,2,5533
RAMP_P_000002036,18,5517
RAMP_P_000002037,11,5524
RAMP_P_000002038,3,5532
RAMP_P_000002039,2,5533
RAMP_P_000002040,8,5527
RAMP_P_000002041,0,5535
RAMP_P_000002042,0,5535
RAMP_P_000002043,2,5533
RAMP_P_000002044,29,5506
RAMP_P_000002045,9,5526
RAMP_P_000002046,3,5532
RAMP_P_000002047,9,5526
RAMP_P_000002048,0,5535
RAMP_P_000002049,1,5534
RAMP_P_000002050,2,5533
RAMP_P_000002051,2,5533
RAMP_P_000002052,2,5533
RAMP_P_000002053,65,5470
RAMP_P_000002054,2,5533
RAMP_P_000002055,0,5535
RAMP_P_000002056,4,5531
RAMP_P_000002057,10,5525
RAMP_P_000002058,9,5526
RAMP_P_000002059,5,5530
RAMP_P_000002060,2,5533
RAMP_P_000002061,2,5533
RAMP_P_000002062,1,5534
RAMP_P_000002063,5,5530
RAMP_P_000002064,4,5531
RAMP_P_000002065,112,5423
RAMP_P_000002066,1,5534
RAMP_P_000002067,50,5485
RAMP_P_000002068,15,5520
RAMP_P_000002069,0,5535
RAMP_P_000002070,1,5534
RAMP_P_000002071,1,5534
RAMP_P_000002072,4,5531
RAMP_P_000002073,2,5533
RAMP_P_000002074,9,5526
RAMP_P_000002075,0,5535
RAMP_P_000002076,16,5519
RAMP_P_000002077,5,5530
RAMP_P_000002078,1,5534
RAMP_P_000002079,0,5535
RAMP_P_000002080,1,5534
RAMP_P_000002081,0,5535
RAMP_P_000002082,12,5523
RAMP_P_000002083,9,5526
RAMP_P_000002084,281,5254
RAMP_P_000002085,5,5530
RAMP_P_000002086,30,5505
RAMP_P_000002087,0,5535
RAMP_P_000002088,4,5531
RAMP_P_000002089,8,5527
RAMP_P_000002090,2,5533
RAMP_P_000002091,0,5535
RAMP_P_000002092,8,5527
RAMP_P_000002093,8,5527
RAMP_P_000002094,1,5534
RAMP_P_000002095,0,5535
RAMP_P_000002096,0,5535
RAMP_P_000002097,0,5535
RAMP_P_000002098,14,5521
RAMP_P_000002099,4,5531
RAMP_P_000002100,3,5532
RAMP_P_000002101,10,5525
RAMP_P_000002102,11,5524
RAMP_P_000002103,6,5529
RAMP_P_000002104,3,5532
RAMP_P_000002105,23,5512
RAMP_P_000002106,6,5529
RAMP_P_000002107,0,5535
RAMP_P_000002108,4,5531
RAMP_P_000002109,22,5513
RAMP_P_000002110,20,5515
RAMP_P_000002111,0,5535
RAMP_P_000002112,16,5519
RAMP_P_000002113,0,5535
RAMP_P_000002114,2,5533
RAMP_P_000002115,0,5535
RAMP_P_000002116,2,5533
RAMP_P_000002117,9,5526
RAMP_P_000002118,18,5517
RAMP_P_000002119,14,5521
RAMP_P_000002120,4,5531
RAMP_P_000002121,28,5507
RAMP_P_000002122,0,5535
RAMP_P_000002123,2,5533
RAMP_P_000002124,3,5532
RAMP_P_000002125,5,5530
RAMP_P_000002126,2,5533
RAMP_P_000002127,26,5509
RAMP_P_000002128,8,5527
RAMP_P_000002129,4,5531
RAMP_P_000002130,2,5533
RAMP_P_000002131,0,5535
RAMP_P_000002132,15,5520
RAMP_P_000002133,2,5533
RAMP_P_000002134,4,5531
RAMP_P_000002135,1,5534
RAMP_P_000002136,12,5523
RAMP_P_000002137,2,5533
RAMP_P_000002138,6,5529
RAMP_P_000002139,6,5529
RAMP_P_000002140,2,5533
RAMP_P_000002141,10,5525
RAMP_P_000002142,2,5533
RAMP_P_000002143,1,5534
RAMP_P_000002144,4,5531
RAMP_P_000002145,3,5532
RAMP_P_000002146,3,5532
RAMP_P_000002147,2,5533
RAMP_P_000002148,5,5530
RAMP_P_000002149,0,5535
RAMP_P_000002150,18,5517
RAMP_P_000002151,4,5531
RAMP_P_000002152,13,5522
RAMP_P_000002153,3,5532
RAMP_P_000002154,20,5515
RAMP_P_000002155,3,5532
RAMP_P_000002156,0,5535
RAMP_P_000002157,0,5535
RAMP_P_000002158,4,5531
RAMP_P_000002159,8,5527
RAMP_P_000002160,5,5530
RAMP_P_000002161,8,5527
RAMP_P_000002162,15,5520
RAMP_P_000002163,2,5533
RAMP_P_000002164,1,5534
RAMP_P_000002165,10,5525
RAMP_P_000002166,2,5533
RAMP_P_000002167,4,5531
RAMP_P_000002168,6,5529
RAMP_P_000002169,2,5533
RAMP_P_000002170,2,5533
RAMP_P_000002171,2,5533
RAMP_P_000002172,5,5530
RAMP_P_000002173,0,5535
RAMP_P_000002174,2,5533
RAMP_P_000002175,7,5528
RAMP_P_000002176,1,5534
RAMP_P_000002177,1,5534
RAMP_P_000002178,13,5522
RAMP_P_000002179,20,5515
RAMP_P_000002180,3,5532
RAMP_P_000002181,27,5508
RAMP_P_000002182,9,5526
RAMP_P_000002183,7,5528
RAMP_P_000002184,6,5529
RAMP_P_000002185,3,5532
RAMP_P_000002186,16,5519
RAMP_P_000002187,3,5532
RAMP_P_000002188,2,5533
RAMP_P_000002189,224,5311
RAMP_P_000002190,6,5529
RAMP_P_000002191,2,5533
RAMP_P_000002192,5,5530
RAMP_P_000002193,0,5535
RAMP_P_000002194,9,5526
RAMP_P_000002195,8,5527
RAMP_P_000002196,5,5530
RAMP_P_000002197,1,5534
RAMP_P_000002198,0,5535
RAMP_P_000002199,3,5532
RAMP_P_000002200,22,5513
RAMP_P_000002201,13,5522
RAMP_P_000002202,14,5521
RAMP_P_000002203,5,5530
RAMP_P_000002204,13,5522
RAMP_P_000002205,3,5532
RAMP_P_000002206,24,5511
RAMP_P_000002207,17,5518
RAMP_P_000002208,6,5529
RAMP_P_000002209,18,5517
RAMP_P_000002210,2,5533
RAMP_P_000002211,3,5532
RAMP_P_000002212,66,5469
RAMP_P_000002213,3,5532
RAMP_P_000002214,5,5530
RAMP_P_000002215,1,5534
RAMP_P_000002216,1,5534
RAMP_P_000002217,6,5529
RAMP_P_000002218,5,5530
RAMP_P_000002219,9,5526
RAMP_P_000002220,1,5534
RAMP_P_000002221,3,5532
RAMP_P_000002222,6,5529
RAMP_P_000002223,14,5521
RAMP_P_000002224,7,5528
RAMP_P_000002225,33,5502
RAMP_P_000002226,11,5524
RAMP_P_000002227,54,5481
RAMP_P_000002228,13,5522
RAMP_P_000002229,0,5535
RAMP_P_000002230,2,5533
RAMP_P_000002231,15,5520
RAMP_P_000002232,0,5535
RAMP_P_000002233,5,5530
RAMP_P_000002234,0,5535
RAMP_P_000002235,12,5523
RAMP_P_000002236,2,5533
RAMP_P_000002237,2,5533
RAMP_P_000002238,7,5528
RAMP_P_000002239,9,5526
RAMP_P_000002240,9,5526
RAMP_P_000002241,0,5535
RAMP_P_000002242,0,5535
RAMP_P_000002243,19,5516
RAMP_P_000002244,1,5534
RAMP_P_000002245,15,5520
RAMP_P_000002246,4,5531
RAMP_P_000002247,12,5523
RAMP_P_000002248,9,5526
RAMP_P_000002249,1,5534
RAMP_P_000002250,3,5532
RAMP_P_000002251,7,5528
RAMP_P_000002252,5,5530
RAMP_P_000002253,10,5525
RAMP_P_000002254,5,5530
RAMP_P_000002255,19,5516
RAMP_P_000002256,2,5533
RAMP_P_000002257,0,5535
RAMP_P_000002258,2,5533
RAMP_P_000002259,3,5532
RAMP_P_000002260,2,5533
RAMP_P_000002261,16,5519
RAMP_P_000002262,0,5535
RAMP_P_000002263,10,5525
RAMP_P_000002264,61,5474
RAMP_P_000002265,3,5532
RAMP_P_000002266,5,5530
RAMP_P_000002267,13,5522
RAMP_P_000002268,5,5530
RAMP_P_000002269,7,5528
RAMP_P_000002270,32,5503
RAMP_P_000002271,44,5491
RAMP_P_000002272,4,5531
RAMP_P_000002273,4,5531
RAMP_P_000002274,2,5533
RAMP_P_000002275,4,5531
RAMP_P_000002276,3,5532
RAMP_P_000002277,20,5515
RAMP_P_000002278,0,5535
RAMP_P_000002279,4,5531
RAMP_P_000002280,2,5533
RAMP_P_000002281,22,5513
RAMP_P_000002282,4,5531
RAMP_P_000002283,4,5531
RAMP_P_000002284,6,5529
RAMP_P_000002285,3,5532
RAMP_P_000002286,3,5532
RAMP_P_000002287,6,5529
RAMP_P_000002288,25,5510
RAMP_P_000002289,2,5533
RAMP_P_000002290,27,5508
RAMP_P_000002291,2,5533
RAMP_P_000002292,2,5533
RAMP_P_000002293,2,5533
RAMP_P_000002294,2,5533
RAMP_P_000002295,7,5528
RAMP_P_000002296,2,5533
RAMP_P_000002297,40,5495
RAMP_P_000002298,3,5532
RAMP_P_000002299,16,5519
RAMP_P_000002300,9,5526
RAMP_P_000002301,6,5529
RAMP_P_000002302,3,5532
RAMP_P_000002303,3,5532
RAMP_P_000002304,2,5533
RAMP_P_000002305,7,5528
RAMP_P_000002306,6,5529
RAMP_P_000002307,5,5530
RAMP_P_000002308,8,5527
RAMP_P_000002309,2,5533
RAMP_P_000002310,3,5532
RAMP_P_000002311,5,5530
RAMP_P_000002312,29,5506
RAMP_P_000002313,3,5532
RAMP_P_000002314,2,5533
RAMP_P_000002315,3,5532
RAMP_P_000002316,16,5519
RAMP_P_000002317,3,5532
RAMP_P_000002318,17,5518
RAMP_P_000002319,23,5512
RAMP_P_000002320,0,5535
RAMP_P_000002321,0,5535
RAMP_P_000002322,2,5533
RAMP_P_000002323,8,5527
RAMP_P_000002324,18,5517
RAMP_P_000002325,6,5529
RAMP_P_000002326,4,5531
RAMP_P_000002327,2,5533
RAMP_P_000002328,0,5535
RAMP_P_000002329,7,5528
RAMP_P_000002330,9,5526
RAMP_P_000002331,8,5527
RAMP_P_000002332,2,5533
RAMP_P_000002333,1,5534
RAMP_P_000002334,10,5525
RAMP_P_000002335,19,5516
RAMP_P_000002336,30,5505
RAMP_P_000002337,19,5516
RAMP_P_000002338,4,5531
RAMP_P_000002339,3,5532
RAMP_P_000002340,2,5533
RAMP_P_000002341,21,5514
RAMP_P_000002342,9,5526
RAMP_P_000002343,2,5533
RAMP_P_000002344,1,5534
RAMP_P_000002345,9,5526
RAMP_P_000002346,2,5533
RAMP_P_000002347,2,5533
RAMP_P_000002348,6,5529
RAMP_P_000002349,4,5531
RAMP_P_000002350,9,5526
RAMP_P_000002351,13,5522
RAMP_P_000002352,31,5504
RAMP_P_000002353,3,5532
RAMP_P_000002354,0,5535
RAMP_P_000002355,2,5533
RAMP_P_000002356,0,5535
RAMP_P_000002357,10,5525
RAMP_P_000002358,3,5532
RAMP_P_000002359,1,5534
RAMP_P_000002360,34,5501
RAMP_P_000002361,23,5512
RAMP_P_000002362,24,5511
RAMP_P_000002363,0,5535
RAMP_P_000002364,0,5535
RAMP_P_000002365,2,5533
RAMP_P_000002366,4,5531
RAMP_P_000002367,7,5528
RAMP_P_000002368,1,5534
RAMP_P_000002369,13,5522
RAMP_P_000002370,13,5522
RAMP_P_000002371,0,5535
RAMP_P_000002372,4,5531
RAMP_P_000002373,2,5533
RAMP_P_000002374,15,5520
RAMP_P_000002375,4,5531
RAMP_P_000002376,4,5531
RAMP_P_000002377,0,5535
RAMP_P_000002378,4,5531
RAMP_P_000002379,4,5531
RAMP_P_000002380,9,5526
RAMP_P_000002381,4,5531
RAMP_P_000002382,14,5521
RAMP_P_000002383,10,5525
RAMP_P_000002384,0,5535
RAMP_P_000002385,0,5535
RAMP_P_000002386,2,5533
RAMP_P_000002387,2,5533
RAMP_P_000002388,2,5533
RAMP_P_000002389,11,5524
RAMP_P_000002390,3,5532
RAMP_P_000002391,59,5476
RAMP_P_000002392,24,5511
RAMP_P_000002393,23,5512
RAMP_P_000002394,4,5531
RAMP_P_000002395,3,5532
RAMP_P_000002396,1,5534
RAMP_P_000002397,2,5533
RAMP_P_000002398,36,5499
RAMP_P_000002399,3,5532
RAMP_P_000002400,2,5533
RAMP_P_000002401,13,5522
RAMP_P_000002402,2,5533
RAMP_P_000002403,11,5524
RAMP_P_000002404,0,5535
RAMP_P_000002405,0,5535
RAMP_P_000002406,6,5529
RAMP_P_000002407,2,5533
RAMP_P_000002408,2,5533
RAMP_P_000002409,5,5530
RAMP_P_000002410,2,5533
RAMP_P_000002411,16,5519
RAMP_P_000002412,2,5533
RAMP_P_000002413,0,5535
RAMP_P_000002414,12,5523
RAMP_P_000002415,0,5535
RAMP_P_000002416,1,5534
RAMP_P_000002417,0,5535
RAMP_P_000002418,6,5529
RAMP_P_000002419,6,5529
RAMP_P_000002420,8,5527
RAMP_P_000002421,5,5530
RAMP_P_000002422,24,5511
RAMP_P_000002423,4,5531
RAMP_P_000002424,19,5516
RAMP_P_000002425,4,5531
RAMP_P_000002426,11,5524
RAMP_P_000002427,33,5502
RAMP_P_000002428,15,5520
RAMP_P_000002429,2,5533
RAMP_P_000002430,8,5527
RAMP_P_000002431,7,5528
RAMP_P_000002432,0,5535
RAMP_P_000002433,0,5535
RAMP_P_000002434,2,5533
RAMP_P_000002435,1,5534
RAMP_P_000002436,6,5529
RAMP_P_000002437,0,5535
RAMP_P_000002438,1,5534
RAMP_P_000002439,41,5494
RAMP_P_000002440,0,5535
RAMP_P_000002441,2,5533
RAMP_P_000002442,1,5534
RAMP_P_000002443,29,5506
RAMP_P_000002444,2,5533
RAMP_P_000002445,1,5534
RAMP_P_000002446,0,5535
RAMP_P_000002447,2,5533
RAMP_P_000002448,51,5484
RAMP_P_000002449,75,5460
RAMP_P_000002450,15,5520
RAMP_P_000002451,9,5526
RAMP_P_000002452,8,5527
RAMP_P_000002453,1,5534
RAMP_P_000002454,37,5498
RAMP_P_000002455,1,5534
RAMP_P_000002456,14,5521
RAMP_P_000002457,13,5522
RAMP_P_000002458,1,5534
RAMP_P_000002459,30,5505
RAMP_P_000002460,10,5525
RAMP_P_000002461,1,5534
RAMP_P_000002462,4,5531
RAMP_P_000002463,28,5507
RAMP_P_000002464,0,5535
RAMP_P_000002465,8,5527
RAMP_P_000002466,7,5528
RAMP_P_000002467,0,5535
RAMP_P_000002468,67,5468
RAMP_P_000002469,0,5535
RAMP_P_000002470,4,5531
RAMP_P_000002471,10,5525
RAMP_P_000002472,7,5528
RAMP_P_000002473,2,5533
RAMP_P_000002474,22,5513
RAMP_P_000002475,5,5530
RAMP_P_000002476,2,5533
RAMP_P_000002477,0,5535
RAMP_P_000002478,20,5515
RAMP_P_000002479,14,5521
RAMP_P_000002480,2,5533
RAMP_P_000002481,19,5516
RAMP_P_000002482,5,5530
RAMP_P_000002483,5,5530
RAMP_P_000002484,2,5533
RAMP_P_000002485,4,5531
RAMP_P_000002486,2,5533
RAMP_P_000002487,0,5535
RAMP_P_000002488,30,5505
RAMP_P_000002489,3,5532
RAMP_P_000002490,6,5529
RAMP_P_000002491,2,5533
RAMP_P_000002492,7,5528
RAMP_P_000002493,0,5535
RAMP_P_000002494,12,5523
RAMP_P_000002495,2,5533
RAMP_P_000002496,11,5524
RAMP_P_000002497,2,5533
RAMP_P_000002498,8,5527
RAMP_P_000002499,2,5533
RAMP_P_000002500,33,5502
RAMP_P_000002501,0,5535
RAMP_P_000002502,7,5528
RAMP_P_000002503,1,5534
RAMP_P_000002504,2,5533
RAMP_P_000002505,3,5532
RAMP_P_000002506,18,5517
RAMP_P_000002507,7,5528
RAMP_P_000002508,0,5535
RAMP_P_000002509,14,5521
RAMP_P_000002510,4,5531
RAMP_P_000002511,18,5517
RAMP_P_000002512,0,5535
RAMP_P_000002513,46,5489
RAMP_P_000002514,0,5535
RAMP_P_000002515,0,5535
RAMP_P_000002516,9,5526
RAMP_P_000002517,1,5534
RAMP_P_000002518,1,5534
RAMP_P_000002519,0,5535
RAMP_P_000002520,151,5384
RAMP_P_000002521,4,5531
RAMP_P_000002522,0,5535
RAMP_P_000002523,5,5530
RAMP_P_000002524,6,5529
RAMP_P_000002525,8,5527
RAMP_P_000002526,18,5517
RAMP_P_000002527,66,5469
RAMP_P_000002528,3,5532
RAMP_P_000002529,0,5535
RAMP_P_000002530,1,5534
RAMP_P_000002531,112,5423
RAMP_P_000002532,13,5522
RAMP_P_000002533,31,5504
RAMP_P_000002534,0,5535
RAMP_P_000002535,4,5531
RAMP_P_000002536,9,5526
RAMP_P_000002537,29,5506
RAMP_P_000002538,3,5532
RAMP_P_000002539,0,5535
RAMP_P_000002540,2,5533
RAMP_P_000002541,2,5533
RAMP_P_000002542,20,5515
RAMP_P_000002543,3,5532
RAMP_P_000002544,5,5530
RAMP_P_000002545,4,5531
RAMP_P_000002546,7,5528
RAMP_P_000002547,4,5531
RAMP_P_000002548,1,5534
RAMP_P_000002549,1,5534
RAMP_P_000002550,2,5533
RAMP_P_000002551,0,5535
RAMP_P_000002552,28,5507
RAMP_P_000002553,5,5530
RAMP_P_000002554,5,5530
RAMP_P_000002555,5,5530
RAMP_P_000002556,2,5533
RAMP_P_000002557,10,5525
RAMP_P_000002558,9,5526
RAMP_P_000002559,3,5532
RAMP_P_000002560,16,5519
RAMP_P_000002561,0,5535
RAMP_P_000002562,3,5532
RAMP_P_000002563,1,5534
RAMP_P_000002564,2,5533
RAMP_P_000002565,3,5532
RAMP_P_000002566,9,5526
RAMP_P_000002567,1,5534
RAMP_P_000002568,3,5532
RAMP_P_000002569,2,5533
RAMP_P_000002570,0,5535
RAMP_P_000002571,8,5527
RAMP_P_000002572,1,5534
RAMP_P_000002573,3,5532
RAMP_P_000002574,8,5527
RAMP_P_000002575,66,5469
RAMP_P_000002576,0,5535
RAMP_P_000002577,0,5535
RAMP_P_000002578,13,5522
RAMP_P_000002579,0,5535
RAMP_P_000002580,2,5533
RAMP_P_000002581,0,5535
RAMP_P_000002582,14,5521
RAMP_P_000002583,66,5469
RAMP_P_000002584,10,5525
RAMP_P_000002585,19,5516
RAMP_P_000002586,1,5534
RAMP_P_000002587,4,5531
RAMP_P_000002588,3,5532
RAMP_P_000002589,2,5533
RAMP_P_000002590,13,5522
RAMP_P_000002591,2,5533
RAMP_P_000002592,5,5530
RAMP_P_000002593,2,5533
RAMP_P_000002594,7,5528
RAMP_P_000002595,6,5529
RAMP_P_000002596,1,5534
RAMP_P_000002597,0,5535
RAMP_P_000002598,4,5531
RAMP_P_000002599,0,5535
RAMP_P_000002600,0,5535
RAMP_P_000002601,1,5534
RAMP_P_000002602,4,5531
RAMP_P_000002603,0,5535
RAMP_P_000002604,21,5514
RAMP_P_000002605,0,5535
RAMP_P_000002606,3,5532
RAMP_P_000002607,0,5535
RAMP_P_000002608,4,5531
RAMP_P_000002609,11,5524
RAMP_P_000002610,11,5524
RAMP_P_000002611,1,5534
RAMP_P_000002612,8,5527
RAMP_P_000002613,116,5419
RAMP_P_000002614,7,5528
